ddd,Player,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average,L4,L8,StdDev
WR,Jarvis Landry,20.7,22.6,16.6,10.9,X,15.6,25.8,13.1,20.1,18.8,10.6,38.9,2.5,20.9,13.4,21.1,13.8,17.84,17.30,17.50,8.02
WR,Demaryius Thomas,13,22.6,23.2,18.3,10.5,24.1,X,27.8,10,14.1,14.9,4.6,18.1,18.5,23.1,12.9,25.7,17.59,20.05,16.49,6.53
WR,Doug Baldwin,10.5,22.2,6.5,12.6,10,5.3,3.9,6.5,X,29.4,12,41.5,26.4,32.2,20.5,28.8,9.6,17.37,22.78,25.05,11.46
WR,Eric Decker,11.7,23.7,X,14.6,X,14.9,15.4,18,19.9,20.5,12.1,17.2,21.1,20.4,17.5,13.7,16,17.11,16.90,17.31,3.50
WR,Emmanuel Sanders,14.5,28.7,14.7,9.8,23.1,23.9,X,4.2,21,X,X,20.3,5.4,2.7,39.5,16.7,13.9,17.03,18.20,16.42,10.12
WR,Tyrell Williams,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17,17.00,17.00,17.00,#DIV/0!
WR,Jeremy Maclin,10.2,9.5,31.1,28.8,16.5,7.8,X,12.5,X,4.7,5.9,34,29.5,12.6,18,15.9,16.2,16.88,15.68,17.10,9.59
WR,Calvin Johnson,5.9,24.3,15.7,11.6,11.7,31.6,19.6,13.5,X,14.1,13.8,35.3,13.4,2.6,2.9,19.7,32.7,16.78,14.48,16.81,9.98
WR,Brandin Cooks,9.3,10.8,14.9,6.5,24.7,8.1,14.1,26.5,17.1,27.9,X,8.5,25.4,5.9,31.4,27.3,7.2,16.60,17.95,19.09,9.10
WR,Mike Evans,X,X,20.1,6.2,7.1,X,33.4,7.8,25.2,23.6,16.3,11.4,17.1,6.9,27.7,10.1,13.9,16.20,14.65,15.88,8.71
WR,Allen Hurns,10,10.8,15,31.6,25.6,11,13.3,X,26.2,17.2,4.9,8.2,X,22.5,6.4,33.6,4.7,16.07,16.80,13.93,9.61
WR,John Brown,14.6,9.5,9.2,15.8,17.3,31.6,16.5,X,X,X,14.2,14.9,20.3,17.8,12.8,11.5,8.5,15.32,12.65,14.29,5.83
WR,Amari Cooper,9.7,26.9,23.4,14.9,8.9,X,27.3,9.8,21.8,12.9,1.4,21.5,10.2,X,33,3,4,15.25,13.33,12.29,9.80
WR,Jordan Matthews,23.2,20,10.9,8,9.4,10.9,4.4,X,31.3,5.1,5.3,15,12.6,4.9,32.9,25.4,24.4,15.23,21.90,15.70,9.66
WR,Michael Crabtree,8.7,29.1,7.6,13,9.4,X,18.3,26.2,32.8,9.5,11,11.9,15.5,5.9,13,15.9,12.4,15.01,11.80,11.89,7.88
WR,James Jones,21.1,9.9,29.9,14.8,15.7,11,X,1.2,7.7,X,27.9,X,2.9,8.9,20.2,11.6,17.2,14.29,14.48,14.78,8.47
WR,JJ Nelson,X,X,X,X,X,X,X,10,X,X,27.2,7.3,11.4,X,X,X,X,13.98,0.00,15.30,8.98
WR,Rishard Matthews,13.4,20.5,32.3,2.6,X,14.5,16.5,13.2,9.4,14.7,2.5,X,X,X,X,X,X,13.96,0.00,8.60,8.62
WR,Travis Benjamin,17.9,35.5,13.5,13.9,14.3,23.7,7.7,5.6,5.2,20.6,X,22,X,8.1,6.5,4,10.3,13.92,7.23,11.92,8.75
WR,DeSean Jackson,X,X,X,X,X,X,X,X,4.5,6.4,19.7,14.6,19,6.3,30.3,8,X,13.60,14.87,14.90,8.99
WR,Willie Snead,7.3,13.4,9.4,14.9,23.1,9.5,5.5,25,15.5,X,X,9,X,22.2,17.6,11.5,6.5,13.60,14.45,13.36,6.39
WR,T.Y. Hilton,15.8,8.5,13.4,13.7,13.8,19.4,34,2.5,13.2,X,4.1,27.5,6.6,20.2,5.9,10.4,8.4,13.59,11.23,11.87,8.47
WR,Kamar Aiken,0.9,12.9,X,18.7,11.8,11.2,1.6,12.2,X,14.3,16,20,10.8,14,29.8,14.6,12.6,13.43,17.75,16.51,6.88
WR,Michael Floyd,2.8,X,2.2,10.9,2.5,16,14.9,23.6,X,33.3,X,2.4,20.4,24.2,12,20.1,2.6,13.42,14.73,16.43,10.08
WR,Ted Ginn,7.4,14.1,13.3,15.8,X,2.8,15.2,8,3,8.5,15.9,X,25,29.5,26.5,1.9,X,13.35,19.30,17.88,8.87
WR,Randall Cobb,14.8,22.6,35.3,9.4,5.3,5.8,X,9.7,19.9,10,10.4,13.4,12.8,17,10.8,4.7,10,13.24,10.63,11.14,7.70
WR,Golden Tate,6.4,14,10.7,6.5,15.2,16,3.4,11.9,X,10.3,15.1,18,14.6,28.5,22.5,9.9,7.4,13.15,17.08,15.79,6.38
WR,Marcus Easley,X,X,X,X,X,X,12.8,X,X,X,X,X,X,X,X,X,X,12.80,0.00,0.00,#DIV/0!
WR,Anquan Boldin,7.6,18,3.6,4.2,27.7,18.2,6.9,X,X,X,14.3,17.3,8.7,4.2,20.4,7.7,18.1,12.64,12.60,12.96,7.46
WR,Tavon Austin,15.5,5.6,8.8,29.6,10.8,X,10.4,26.9,12.1,4.3,2.1,21.6,4.8,8.9,22.3,5.8,11.2,12.54,12.05,10.13,8.37
WR,Jermaine Kearse,15.6,X,13.6,10.4,11.8,X,9.4,X,X,2,6.4,20.7,X,14.4,21,12.8,12.4,12.54,15.15,12.81,5.36
WR,Steve Johnson,20.2,15.5,7.6,7.2,X,X,9,4.8,13.8,X,12.4,22.2,X,X,X,X,X,12.52,0.00,17.30,6.00
WR,Percy Harvin,19.8,9.4,15.2,5.6,X,X,X,X,X,X,X,X,X,X,X,X,X,12.50,0.00,0.00,6.27
WR,DeVante Parker,X,1.3,7.6,X,X,X,X,X,X,X,X,18,15.3,3.6,12.7,13.3,24.6,12.05,13.55,14.58,7.67
WR,Stefon Diggs,X,X,X,14.7,X,22.9,26.7,21.5,7.2,7.6,12.6,7.1,3.6,3.2,20.5,5.9,1.8,11.95,7.85,7.79,8.47
WR,Donte Moncrief,16.6,28.2,13.2,13.5,1.3,18.9,13.4,3.8,6,X,9.1,22.4,4.3,8.2,16.1,3.5,X,11.90,9.27,10.60,7.72
WR,Rueben Randle,5.3,1.5,27.6,12.1,9.2,9.4,8.8,10.5,15,8.1,X,10.6,4.2,16.8,14.7,16,17.9,11.73,16.35,12.61,6.29
WR,Pierre Garcon,13.4,14.3,11.4,18.5,8.1,13.8,10.5,X,11,3,7.3,6.5,10.4,10.2,12.4,21,13.9,11.61,14.38,10.59,4.42
WR,Leonard Hankerson,3.6,19.7,7.5,25.3,2.3,7.7,X,X,X,X,13.6,X,X,X,X,X,X,11.39,0.00,13.60,8.56
WR,Brian Hartline,4,X,14.6,1.7,1.5,X,5.2,19.2,X,13.7,X,15.4,16.3,21.7,X,X,X,11.33,21.70,16.78,7.51
WR,Tyler Lockett,13.4,3.7,6,8.9,4.9,X,18.9,6.6,X,1.7,21.3,6.8,16.7,31.4,16.5,6.3,6.3,11.29,15.13,13.38,8.19
WR,Danny Amendola,4.4,4.2,14.9,X,2.6,20.5,22.6,2.1,7.2,17.9,23.7,X,20.6,10.6,0.3,X,3.7,11.09,4.87,12.80,8.61
WR,Cecil Shorts,9.7,9.4,11.8,19.7,X,10.3,X,X,X,4.6,14.5,12.8,15.2,2.9,X,X,X,11.09,2.90,10.00,4.95
WR,Vincent Jackson,9.1,14.4,6,33.7,4.4,X,2.3,X,X,X,15.6,11.6,11.7,1.5,X,X,X,11.03,1.50,10.10,9.35
WR,Nate Washington,19.5,9.3,8.2,X,X,X,36.7,17.4,X,5.2,3.3,7.3,10.4,5.9,4.8,13.2,1.6,10.98,6.38,6.46,9.35
WR,Marvin Jones,3.9,13.1,20.4,2,11.1,24.5,X,3.4,12.8,7.6,10,8.5,16.5,12.1,12.9,6.3,8.8,10.87,10.03,10.34,6.04
WR,Dorial Green-Beckham,X,8.3,10.2,X,X,8.7,X,2.2,12.7,X,7,5.2,25.9,8.3,20.3,X,10.1,10.81,12.90,12.80,6.78
WR,Cole Beasley,7.9,5.4,8.9,12.2,8,X,X,X,35.2,1.8,2.4,16.4,X,5.5,6.7,4.9,22.3,10.58,9.85,8.57,9.31
WR,Terrance Williams,11,18.4,X,13.9,5,X,11,4,5.7,5.3,17.9,7.9,8.3,6.8,3.3,10.2,28.3,10.47,12.15,11.00,6.79
WR,Dez Bryant,9.8,X,X,X,X,X,X,3.2,24.4,9.5,14.5,4.6,9.2,1.9,15,X,X,10.23,8.45,9.12,7.02
WR,Jerome Simpson,X,X,X,X,X,X,X,X,X,X,X,X,X,10,X,X,X,10.00,10.00,10.00,#DIV/0!
WR,Kendall Wright,23.1,3.7,23.8,X,6,7.4,14.6,6.8,X,X,X,3.5,5.8,X,X,4.8,X,9.95,4.80,4.70,7.77
WR,Jeff Janis,X,X,X,X,X,9.9,X,X,X,X,X,X,X,X,X,X,X,9.90,0.00,0.00,#DIV/0!
WR,Kenny Britt,5.7,12.4,20.2,X,X,X,5.1,X,11.7,1.6,4.4,12.3,6.1,5.5,15.1,13.9,11.1,9.62,11.40,8.75,5.31
WR,Markus Wheaton,10.5,8.7,3.6,2.8,14.2,1.8,3.6,1.5,0.8,3.8,X,38.1,14,10.5,18.2,7.1,14.7,9.62,12.63,15.20,9.37
WR,Marques Colston,5.9,10.9,8.7,5.9,6.6,X,3,28.4,6.7,5.2,X,6.8,2.4,21.6,11.9,X,X,9.54,16.75,9.58,7.49
WR,Robert Woods,4.7,15,7.8,5.3,1.6,8.7,23.4,X,X,4.9,8.4,5.5,9.9,18.6,8.4,X,X,9.40,13.50,9.28,6.14
WR,Jeremy Butler,X,X,X,X,X,X,X,X,X,X,8.5,5.7,8.3,14.2,9,6.8,11.7,9.17,10.43,9.17,2.90
WR,Torrey Smith,2.1,29,X,7.4,6.2,18.6,X,3.9,6.4,X,2.6,7.1,15.6,2.7,5.3,10.3,11.1,9.16,7.35,7.81,7.49
WR,Dontrelle Inman,X,X,X,11.8,X,10.8,4.6,2,4.8,X,8.1,17.5,2.5,X,10.8,22.2,5.5,9.15,12.83,11.10,6.34
WR,Andre Johnson,6.4,5.7,X,X,25.7,6.5,8.4,18.1,X,X,2.3,3.2,6.4,4.9,6.2,6.9,14.6,8.87,8.15,6.36,6.65
WR,Davante Adams,9.9,8.3,X,X,X,X,X,1.8,18.3,17.9,6.6,3.4,12.1,3.2,8.2,7.2,9.4,8.86,7.00,8.50,5.25
WR,Seth Roberts,4.2,8.2,14.6,X,X,X,1.6,3.1,10.3,1.5,7.4,32.3,9.1,10,X,7.7,5,8.85,7.57,10.43,7.99
WR,Brice Butler,X,X,X,7.7,X,X,6.1,X,X,X,X,X,X,X,X,11.4,10,8.80,10.70,10.70,2.36
WR,Dwayne Harris,1.1,X,X,16.1,13.2,3.8,12.3,18.7,1.1,20.2,X,4.9,7.8,9.1,2.9,1.6,X,8.68,4.53,7.75,6.83
WR,Jeremy Kerley,X,X,15.3,X,X,X,11.7,10.3,4.2,1.7,X,X,X,X,X,X,X,8.64,0.00,1.70,5.58
WR,Jamison Crowder,1.2,1.7,12.5,13.5,16.7,8,9.8,X,11,16,1.5,3.2,5.9,2.3,4.1,5.3,24.9,8.60,9.15,7.90,6.80
WR,Darius Jennings,X,X,X,X,X,X,X,X,X,X,X,X,8.5,X,X,6.7,10.5,8.57,8.60,8.57,1.90
WR,Brandon LaFell,X,X,X,X,X,X,4.5,8.7,18.2,8.6,10.6,7.6,6.7,8.2,12.8,3.8,2.7,8.40,6.88,7.63,4.39
WR,Ty Montgomery,X,7.7,9.4,5.5,15.9,3.5,X,X,X,X,X,X,X,X,X,X,X,8.40,0.00,0.00,4.75
WR,Marquess Wilson,7.9,2,X,14,20.5,7.4,X,2.4,2.5,1.1,17.2,8.4,X,X,X,X,X,8.34,0.00,8.90,6.84
WR,Darrius Heyward-Bey,9.8,17.7,4.9,13.1,4.4,X,X,X,X,X,X,X,3.1,X,X,2,9.4,8.05,5.70,4.83,5.45
WR,Jaelen Strong,X,X,X,X,19.3,1.5,X,X,X,X,X,X,X,1.6,10.3,3.8,11.6,8.02,6.83,6.83,7.03
WR,Malcom Floyd,3.9,13.5,10.3,3,7.8,14.5,1.7,25.2,X,X,X,2.2,1.5,8.6,3.7,7.2,X,7.93,6.50,4.64,6.77
WR,Albert Wilson,5.5,X,X,X,X,14.7,10.1,4.2,X,2.6,9.6,6.3,3.2,18.7,7.5,6.9,5.4,7.89,9.63,7.53,4.77
WR,Devin Funchess,1.9,2.5,2.4,X,X,4.4,3,1.8,16.1,6.1,16.4,3.9,8.3,5.5,11,X,27,7.88,14.50,11.17,7.38
WR,Rashad Ross,X,X,10.7,5.3,X,2.6,X,X,X,X,X,X,X,4.7,X,X,15.1,7.68,9.90,9.90,5.11
WR,Jerricho Cotchery,14.5,2.1,X,X,X,4.1,2.3,3.8,11.2,2.6,9.7,12.3,11.6,3,8.7,8,13.2,7.65,8.23,8.64,4.53
WR,T.J. Jones,X,X,X,X,X,X,X,X,X,X,X,X,5.7,7.3,X,9.9,X,7.63,8.60,7.63,2.12
WR,Louis Murphy,X,11.2,9.1,5.6,X,X,3.9,X,X,X,X,X,X,X,X,X,X,7.45,0.00,0.00,3.31
WR,Kenny Stills,2.2,2.8,X,19.1,X,6.6,X,8.8,10.4,X,13.2,3.2,X,12.9,3.3,4.4,2.1,7.42,5.68,6.52,5.49
WR,Eddie Royal,1.8,11.1,4.7,18.4,X,9.9,X,3.1,X,X,X,X,X,2.5,8.1,7.1,X,7.41,5.90,5.90,5.28
WR,Corey Brown,3.3,14.7,1.2,1.3,X,5.7,6.8,14.6,11.8,1.8,X,X,2.7,9.8,14.1,6.9,8.8,7.39,9.90,7.35,5.01
WR,Lance Moore,3.2,3.4,3,4.1,17.5,24.6,X,11.9,X,11.9,3.1,2.4,X,X,2,1.6,X,7.39,1.80,4.20,7.44
WR,Riley Cooper,5.5,X,X,15.2,6.2,16.6,X,X,X,X,6.2,3.6,2.4,5.8,4.2,X,X,7.30,5.00,4.44,5.05
WR,Brandon Coleman,14.1,6.3,1.9,4,X,X,3.4,2.4,7.8,2.4,X,X,17.3,6.2,X,8.5,13.1,7.28,9.27,9.50,5.11
WR,Andre Holmes,X,8,7.3,X,X,X,X,19.4,X,10.4,X,1.9,1.1,X,3.7,6.3,X,7.26,5.00,4.68,5.83
WR,Josh Bellamy,X,11.8,X,X,9.1,X,X,X,1.6,X,9.7,X,2.6,X,1.7,X,13.9,7.20,7.80,6.98,5.14
WR,Chris Hogan,X,2.1,13.2,9.3,14.4,5.1,11.6,X,X,X,15.5,6.4,2.2,4,2.3,5.9,1.6,7.20,3.45,5.41,5.03
WR,Roddy White,12.4,X,X,2.8,4.3,11.3,7.8,4.4,3,X,6.4,12,6.3,7.5,7.7,11.7,2,7.11,7.23,7.66,3.61
WR,Greg Salas,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,7.1,7.10,7.10,7.10,#DIV/0!
WR,Mike Wallace,12.3,6.8,7.9,22.3,X,4.3,7.6,X,1.4,3.2,0.6,X,6.3,13.2,6.7,3.1,3.2,7.06,6.55,5.19,5.72
WR,Chris Owusu,9.5,X,X,X,X,X,4.5,X,X,X,X,X,X,X,X,X,X,7.00,0.00,0.00,3.54
WR,Andrew Hawkins,5.4,7.3,3.8,4.7,13.9,3.5,4.1,X,X,12.9,X,X,X,X,X,X,X,6.95,0.00,12.90,4.16
WR,Brandon Tate,X,X,X,12.5,X,X,X,X,1.4,X,X,X,X,X,X,X,X,6.95,0.00,0.00,7.85
WR,Keshawn Martin,X,X,12.3,X,4.3,4.9,X,X,X,X,X,1.8,7.5,10.3,5.6,14.4,1.4,6.94,7.93,6.83,4.56
WR,Javontee Herndon,X,X,X,X,X,X,X,X,X,X,7.7,X,5,9.7,8.5,4.6,6.1,6.93,7.23,6.93,2.03
WR,Miles Austin,4.2,X,X,13.1,X,9,9.2,X,3.7,X,X,2.2,X,X,X,X,X,6.90,0.00,2.20,4.19
WR,Bryan Walters,3.7,X,4.8,4.7,10.4,16.7,1.5,X,16.4,5.9,5.5,1.4,3.8,X,X,X,X,6.80,0.00,4.15,5.38
WR,Kenbrell Thompkins,X,X,X,X,X,X,X,10.1,8.5,1.2,X,X,X,X,7,6.7,X,6.70,6.85,4.97,3.36
WR,Griff Whalen,X,X,X,2.6,X,11,X,9.8,12.3,X,4,X,2.9,X,1.9,X,X,6.36,1.90,2.93,4.48
WR,Josh Huff,3.9,4,X,X,17.8,4.9,2.5,X,3,11.3,10.9,2.1,X,4.8,9.2,1.8,X,6.35,5.27,6.68,4.91
WR,Harry Douglas,10.4,1.3,5,X,3.7,2.1,X,X,12.3,5.6,3.6,11.9,1.8,9.5,3.5,12.9,3.9,6.25,7.45,6.59,4.21
WR,Daniel Brown,X,X,X,X,X,X,X,X,X,X,X,X,2.7,9.7,X,X,X,6.20,9.70,6.20,4.95
WR,Cody Latimer,X,X,X,X,X,X,X,X,X,6,10.7,1.7,X,X,X,X,X,6.13,0.00,6.13,4.50
WR,Justin Hunter,2.1,5.4,3.9,X,7.8,8.4,3.7,3.7,10.7,8.7,X,X,X,X,X,X,X,6.04,0.00,8.70,2.94
WR,Stedman Bailey,8.8,1,X,11,10.3,X,1.8,X,3.3,X,X,X,X,X,X,X,X,6.03,0.00,0.00,4.50
WR,Tyvon Branch,X,X,X,X,X,X,X,X,X,X,X,X,X,X,6,X,X,6.00,6.00,6.00,#DIV/0!
WR,Kaelin Clay,X,X,X,X,X,X,X,X,X,X,X,6,X,X,X,X,X,6.00,0.00,6.00,#DIV/0!
WR,Marc Mariani,X,X,X,X,X,X,X,2.9,4.3,X,2,6.5,5.3,5.7,6.1,5.2,14,5.78,7.75,6.40,3.42
WR,Chris Givens,X,1.7,2.4,X,X,3.8,3.5,8.7,X,13.7,4.5,6,9.8,X,2.5,6.5,X,5.74,4.50,7.17,3.71
WR,Mohamed Sanu,5.4,2.5,5.4,12.4,11.9,5.8,X,3,14,1.5,4.1,1.8,0.7,4.4,3,12.9,2.7,5.72,5.75,3.89,4.47
WR,Ricardo Lockette,X,X,3.3,X,X,12.3,X,1.3,X,X,X,X,X,X,X,X,X,5.63,0.00,0.00,5.86
WR,Nelson Agholor,1.5,6.1,X,8.4,1.5,X,X,X,X,6.2,4.1,3.5,X,15.2,X,5.5,4.3,5.63,8.33,6.47,3.98
WR,Justin Perillo,X,X,X,X,X,X,X,X,X,16.8,X,2.9,X,1.3,1.5,X,X,5.63,1.40,5.63,7.48
WR,Ryan Grant,2.5,7.5,2.9,9.5,1.4,4.2,14.4,X,X,X,X,2.9,X,X,2.3,3.4,10.8,5.62,5.50,4.85,4.28
WR,Quinton Patton,X,6.5,1.7,7.3,2.6,11.8,1.2,5.3,10,X,3.5,1.6,X,9.6,6.7,3.8,4.3,5.42,6.10,4.92,3.37
WR,Michael Campanaro,1.8,X,3.9,10.5,X,X,X,X,X,X,X,X,X,X,X,X,X,5.40,0.00,0.00,4.54
WR,Chris Conley,X,X,2.6,7.3,1.6,4.6,18.3,1.6,X,X,2.7,X,X,X,X,X,4.2,5.36,4.20,3.45,5.56
WR,Jarius Wright,3.7,5.6,5.8,X,X,8.9,6.1,1.8,2.2,1.2,9,3.3,4.4,9.1,6.2,8.7,4.1,5.34,7.03,5.75,2.70
WR,Adam Humphries,3.4,X,X,X,X,X,X,4.4,10.5,4.5,9,4,1.6,7.6,X,2,X,5.22,4.80,4.78,3.11
WR,Terrelle Pryor,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,5.2,5.20,5.20,5.20,#DIV/0!
WR,Dwayne Bowe,X,X,X,X,X,X,X,X,6.1,X,X,X,X,X,4.2,X,X,5.15,4.20,4.20,1.34
WR,Rashad Greene,15.8,2.7,X,X,X,X,X,X,X,X,1.2,4.7,9.5,8.8,0.9,1.2,1.5,5.14,3.10,3.97,5.18
WR,Devin Smith,X,X,6.9,3.4,X,X,1.7,X,X,2.2,X,11.3,X,X,X,X,X,5.10,0.00,6.75,4.02
WR,Greg Jennings,5.9,X,2,4.5,X,2.3,5.7,X,X,1.9,X,8.9,X,3.2,X,X,11.4,5.09,7.30,6.35,3.29
WR,Deonte Thompson,X,X,X,X,X,X,X,X,X,X,X,X,X,4.6,X,X,5.5,5.05,5.05,5.05,0.64
WR,Corey Fuller,X,X,X,X,7.6,X,X,X,X,X,X,X,2.5,X,X,X,X,5.05,0.00,2.50,3.61
WR,Jared Abbrederis,X,X,X,X,X,X,X,X,X,9.7,X,X,2.6,X,6.3,1.5,X,5.03,3.90,5.03,3.73
WR,Quincy Enunwa,X,3.7,10,X,X,3.7,X,X,X,X,4.2,4.9,5.7,2,X,8.9,1.5,4.96,4.13,4.53,2.87
WR,Marqise Lee,X,5.9,2.3,X,X,X,X,X,X,2.1,X,2.3,3.1,3.1,6.6,12.5,6,4.88,7.05,5.10,3.37
WR,Taylor Gabriel,4,0.7,5.8,8.2,11.5,1.5,4.5,7.2,1.3,4.6,X,X,X,X,3.8,X,X,4.83,3.80,4.20,3.24
WR,Tre McBride,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,8.8,0.8,4.80,4.80,4.80,5.66
WR,Phillip Dorsett,5.5,3.5,12.3,3.1,1.9,5,1.8,X,X,X,X,X,X,X,1.1,5.1,7.9,4.72,4.70,4.70,3.37
WR,Preston Parker,4.6,4.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,4.65,0.00,0.00,0.07
WR,Cameron Meredith,X,6.6,X,X,9.2,1.7,X,X,X,X,1.6,X,X,X,X,X,3.9,4.60,3.90,2.75,3.28
WR,De'Anthony Thomas,2.1,3,2.5,1.7,10.9,0.1,4.5,12.2,X,7.7,0.7,X,X,X,X,X,X,4.54,0.00,4.20,4.27
WR,Aaron Dobson,1.9,15.7,1.5,X,X,X,3.8,X,X,1.5,2.7,X,X,X,X,X,X,4.52,0.00,2.10,5.55
WR,Andrew Turzilli,X,X,X,X,X,X,X,X,X,X,X,X,X,4.5,X,X,X,4.50,4.50,4.50,#DIV/0!
WR,Nick Williams,1.5,2.2,1.6,1.8,2.3,2.1,7.3,X,X,X,X,10.6,7.5,8,X,X,X,4.49,8.00,8.70,3.45
WR,Justin Hardy,X,X,X,X,X,X,X,4.1,5.7,X,1.7,4.1,5.4,1.9,6.6,3.5,7.4,4.49,4.85,4.37,1.97
WR,Keith Mumphery,4.3,X,X,9.6,6.3,2.8,2.6,1.3,X,X,X,X,X,X,X,X,X,4.48,0.00,0.00,3.03
WR,Adam Thielen,X,X,3.6,13,X,X,4,X,X,1.4,X,X,X,1.7,0.8,1.5,9.3,4.41,3.33,2.94,4.41
WR,Marquise Goodwin,X,X,X,X,4.4,X,X,X,X,X,X,X,X,X,X,X,X,4.40,0.00,0.00,#DIV/0!
WR,Andre Roberts,6.6,1,2.8,X,X,1.6,7.9,X,4.6,X,6,X,X,X,X,X,X,4.36,0.00,6.00,2.63
WR,Jordan Norwood,4.5,4.4,5.7,X,3.5,0.9,X,X,X,X,1.8,X,X,1.5,4.9,7.7,7.8,4.27,5.48,4.74,2.41
WR,Chris Matthews,1.8,2.3,X,3.1,X,2.2,X,X,X,X,X,X,X,3.1,1.6,10.9,9.1,4.26,6.18,6.18,3.61
WR,Bruce Ellington,2.5,X,X,X,5.9,X,X,2.8,2.9,X,X,X,1,X,X,8.5,5.4,4.14,6.95,4.97,2.57
WR,Donteea Dye,X,X,X,X,X,X,X,X,X,X,X,X,X,2.6,X,2.5,7.1,4.07,4.07,4.07,2.63
WR,Brenton Bersin,X,X,2.3,9.4,X,X,X,X,X,X,2.5,2.2,X,X,X,X,3.5,3.98,3.50,2.73,3.07
WR,Russell Shepard,1.6,X,X,X,X,X,X,X,X,X,7.4,X,X,X,X,2.8,X,3.93,2.80,5.10,3.06
WR,Jaron Brown,1.8,10,X,3,X,X,1.3,4.9,X,6.8,X,X,X,1.1,2.5,X,X,3.93,1.80,3.47,3.13
WR,Jason Avant,X,X,2.8,8.3,X,1.4,3.1,X,X,X,4.6,X,X,X,3.2,X,3.5,3.84,3.35,3.77,2.18
WR,DeAndrew White,X,3.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3.80,0.00,0.00,#DIV/0!
WR,Andre Caldwell,1.1,1.6,1.2,X,X,3.8,X,3.4,X,9.3,X,8.8,0.3,X,X,X,X,3.69,0.00,6.13,3.51
WR,Myles White,X,X,X,X,X,X,X,1.8,1.3,3.8,X,X,1.5,X,2,11.4,X,3.63,6.70,4.68,3.91
WR,Bennie Fowler,X,X,9,2.1,6.6,X,X,4.1,4.2,2.7,X,1.8,X,2.2,X,2.3,1.3,3.63,1.93,2.06,2.45
WR,Charles Johnson,4.7,4,1.9,X,X,X,3.1,4.5,3.5,X,X,X,X,X,X,X,X,3.62,0.00,0.00,1.03
WR,Marlon Moore,X,X,2.5,X,X,X,X,X,X,X,X,8,2.4,4.3,3,0.9,X,3.52,2.73,3.72,2.45
WR,Bradley Marquez,X,X,X,X,X,X,X,1.5,1.3,3.9,X,4.3,4.6,5.2,X,X,X,3.47,5.20,4.50,1.66
WR,Devin Street,X,2.8,X,X,2.3,X,9.5,X,X,2,2.9,X,1.8,X,X,X,2.1,3.34,2.10,2.20,2.75
WR,Vincent Brown,X,X,X,X,X,X,X,X,X,X,X,X,X,3.2,X,X,X,3.20,3.20,3.20,#DIV/0!
WR,Marlon Brown,4.5,3.2,4.9,2.9,1,1.9,5.2,X,X,1.6,X,X,X,X,X,X,X,3.15,0.00,1.60,1.59
WR,Tyler Murphy,2.6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2.60,0.00,0.00,#DIV/0!
WR,Cordarrelle Patterson,1.1,X,0.9,1.9,X,X,X,X,X,6.6,X,X,6,X,X,X,-1,2.58,-1.00,3.87,3.04
WR,Brian Quick,X,X,X,X,2,X,X,1.5,0.9,4.7,X,2.8,2.4,X,X,1.6,4.3,2.53,2.95,3.16,1.35
WR,Mario Alford,X,X,X,X,X,X,X,X,X,X,X,X,2.5,X,X,X,X,2.50,0.00,2.50,#DIV/0!
WR,Kasen Williams,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2.3,2.30,2.30,2.30,#DIV/0!
WR,Chandler Worthy,X,3.5,0.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2.20,0.00,0.00,1.84
WR,Kevin Smith,X,X,X,X,X,X,X,X,X,X,X,X,X,1.5,X,X,2.7,2.10,2.10,2.10,0.85
WR,Sammie Coates,X,X,X,2.1,X,X,X,X,X,X,X,X,X,X,X,X,X,2.10,0.00,0.00,#DIV/0!
WR,Hakeem Nicks,X,X,X,X,X,X,X,X,X,X,X,1.4,1.7,1.5,2,1.4,4.4,2.07,2.33,2.07,1.17
WR,Geremy Davis,X,1.5,X,X,2.6,X,X,X,X,X,X,X,X,X,X,X,X,2.05,0.00,0.00,0.78
WR,Lucky Whitehead,X,X,X,X,0.7,X,3.5,0.2,1.8,1,X,1.4,5,1.5,3.2,X,X,2.03,2.35,2.42,1.55
WR,Darren Waller,X,X,X,2.7,1.1,X,X,X,X,X,X,X,X,X,X,X,X,1.90,0.00,0.00,1.13
WR,Ben Edwards,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.9,X,1.90,1.90,1.90,#DIV/0!
WR,Rod Streater,1.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.80,0.00,0.00,#DIV/0!
WR,Chris Harper,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.6,1.60,1.60,1.60,#DIV/0!
WR,Rod Smith,X,X,X,X,X,X,X,X,X,X,X,1.6,X,X,X,X,X,1.60,0.00,1.60,#DIV/0!
